type,sector,net_usable_area,net_area,n_rooms,n_bathroom,latitude,longitude,price
departamento,vitacura,132.0,10.0,3.0,2.0,-33.4068,-70.5865,8500
departamento,vitacura,140.0,230.0,5.0,4.0,-33.4003,-70.5834,18700
casa,lo barnechea,240.0,860.0,3.0,4.0,-33.35374,-70.48069,22500
departamento,providencia,150.0,167.5,3.0,2.0,-33.42452,-70.59889,15200
departamento,lo barnechea,240.0,260.0,4.0,4.0,-33.3364,-70.5088,20000
departamento,las condes,100.0,110.0,3.0,3.0,-33.39394,-70.55805,8090
casa,la reina,200.0,360.0,4.0,3.0,-33.4618,-70.5565,9800
departamento,lo barnechea,200.0,339.0,4.0,4.0,-33.35,-70.51666999999998,24000
casa,nunoa,161.0,431.0,3.0,1.0,-33.4423,-70.5883,14098
departamento,nunoa,63.0,67.0,2.0,2.0,-33.453959999999995,-70.61392,4482
departamento,vitacura,120.0,120.0,0.0,0.0,-33.4012,-70.5754,12500
casa,la reina,220.0,386.08,3.0,3.0,-33.45338,-70.52436999999998,13600
departamento,las condes,107.0,107.0,3.0,2.0,-33.4102,-70.5742,9000
casa,lo barnechea,265.0,820.0,4.0,4.0,-33.3579,-70.5297,22100
departamento,las condes,154.0,173.0,4.0,3.0,-33.39725,-70.56497,11990
departamento,nunoa,76.0,76.0,2.0,2.0,-33.4552,-70.5863,5630
casa,vitacura,275.0,724.0,5.0,3.0,-33.38843,-70.56744,26500
casa,providencia,555.0,572.0,6.0,2.0,-33.4304,-70.6218,22900
departamento,vitacura,220.0,220.0,3.0,2.0,-33.4058,-70.593,16000
departamento,vitacura,331.0,361.0,5.0,4.0,-33.3667,-70.5768,32900
casa,lo barnechea,220.0,477.0,5.0,3.0,-33.3219,-70.5541,17900
casa,lo barnechea,412.0,903.0,6.0,4.0,-33.33292,-70.54258,33000
departamento,las condes,105.0,105.0,3.0,2.0,-33.4256,-70.5855,7390
departamento,vitacura,140.0,160.0,4.0,3.0,-33.39171,-70.58203,16000
casa,las condes,280.0,850.0,5.0,4.0,-33.37689,-70.50015,30000
departamento,las condes,355.0,405.0,4.0,4.0,-33.4177,-70.5918,24998
departamento,providencia,98.0,104.0,3.0,2.0,-33.43205,-70.59532,7033
casa,lo barnechea,230.0,1350.0,4.0,3.0,-33.353,-70.4789,18949
departamento,vitacura,140.0,370.0,4.0,4.0,-33.3969,-70.58800000000002,18900
casa,lo barnechea,385.0,895.0,6.0,5.0,-33.3456,-70.5242,23200
casa,vitacura,250.0,930.0,4.0,2.0,-33.3994,-70.5825,33990
casa,vitacura,172.0,434.0,5.0,4.0,-33.38908,-70.55565,16250
departamento,nunoa,40.0,45.0,1.0,1.0,-33.453959999999995,-70.60625,3690
departamento,vitacura,220.0,240.0,3.0,3.0,-33.37324,-70.5493,16500
casa,lo barnechea,577.0,1276.0,5.0,5.0,-33.35,-70.51666999999998,39900
departamento,nunoa,59.0,70.0,2.0,2.0,-33.46321,-70.59831,4300
departamento,vitacura,200.0,234.0,4.0,4.0,-33.39314,-70.59434,18500
departamento,las condes,140.0,140.0,3.0,3.0,-33.41188,-70.58818000000002,17000
departamento,vitacura,260.0,300.0,4.0,4.0,-33.3674,-70.5779,26900
casa,la reina,143.0,417.0,4.0,3.0,-33.4602,-70.5202,9024
casa,la reina,178.0,200.0,7.0,2.0,-33.4433,-70.5605,9254
departamento,vitacura,500.0,600.0,5.0,5.0,-33.4065,-70.5952,38000
casa,vitacura,192.0,593.0,4.0,4.0,-33.38084,-70.54932,20900
departamento,las condes,140.0,140.0,3.0,2.0,-33.42465,-70.58612,8200
departamento,las condes,120.0,132.0,4.0,3.0,-33.40703,-70.56578,8600
departamento,las condes,95.0,107.0,3.0,2.0,-33.41771,-70.56804,7950
departamento,las condes,110.0,120.0,3.0,2.0,-33.3944,-70.5587,8009
departamento,las condes,54.0,60.0,1.0,1.0,-33.407090000000004,-70.57674,5100
departamento,las condes,116.0,140.0,4.0,3.0,-33.42466,-70.58511,8790
departamento,las condes,100.0,110.0,3.0,2.0,-33.42041,-70.53835,7500
departamento,vitacura,105.0,125.0,4.0,3.0,-33.38492,-70.57414,9500
departamento,providencia,71.0,78.0,2.0,2.0,-33.44444,-70.60325,5750
departamento,nunoa,80.0,85.0,3.0,2.0,-33.4519,-70.6037,5594
departamento,las condes,140.0,165.0,5.0,4.0,-33.39285,-70.55411,12800
departamento,las condes,105.0,110.0,3.0,3.0,-33.415,-70.6019,7240
departamento,vitacura,117.28,139.62,3.0,3.0,-33.39436,-70.59383000000003,16970
casa,vitacura,170.0,374.0,4.0,3.0,-33.38532,-70.54635,13800
departamento,nunoa,88.0,94.0,3.0,2.0,-33.4659,-70.58709,5337
casa,providencia,200.0,300.0,5.0,3.0,-33.4328,-70.6262,11937
departamento,las condes,100.0,112.0,4.0,2.0,-33.4143,-70.5746,7900
departamento,providencia,100.0,100.0,3.0,2.0,-33.43104,-70.6164,8200
casa,lo barnechea,400.0,1000.0,4.0,5.0,-33.36135,-70.54120999999998,27207
departamento,providencia,125.0,138.0,3.0,3.0,-33.43593,-70.60105,9986
departamento,vitacura,250.0,800.0,3.0,3.0,-33.36687,-70.54547,38000
departamento,las condes,224.0,234.0,4.0,3.0,-33.421170000000004,-70.50105,17200
casa,las condes,280.0,1430.0,4.0,3.0,-33.40424,-70.52388,24000
casa,las condes,400.0,1993.0,4.0,3.0,-33.3791,-70.5242,49500
casa,vitacura,180.0,180.0,3.0,2.0,-33.4011,-70.5954,18900
casa,providencia,144.0,210.0,4.0,3.0,-33.4273,-70.5906,12950
departamento,nunoa,66.0,78.0,2.0,2.0,-33.43895,-70.60205,5490
departamento,vitacura,239.22,269.73,4.0,5.0,-33.37372,-70.54348,25429
casa,la reina,120.0,323.0,3.0,3.0,-33.44717,-70.53668,11900
casa,vitacura,240.0,512.0,4.0,3.0,-33.387640000000005,-70.572,25000
casa,vitacura,126.0,126.0,3.0,3.0,-33.3889,-70.5565,13600
departamento,nunoa,83.0,83.0,3.0,1.0,-33.4641,-70.60251,2994
departamento,nunoa,53.0,61.0,2.0,2.0,-33.4538,-70.57509,4900
departamento,las condes,165.0,165.0,3.0,3.0,-33.395790000000005,-70.5575,13700
departamento,vitacura,118.0,140.0,2.0,3.0,-33.3946,-70.5649,14300
departamento,las condes,102.0,120.0,3.0,3.0,-33.4311,-70.5653,8500
departamento,vitacura,190.0,220.0,3.0,2.0,-33.4015,-70.5868,15500
departamento,vitacura,185.0,185.0,4.0,3.0,-33.40459,-70.59423000000001,13500
departamento,vitacura,290.0,300.0,4.0,4.0,-33.3756,-70.5558,29500
departamento,providencia,140.0,168.0,3.0,2.0,-33.4311,-70.5949,12700
departamento,vitacura,140.0,186.0,3.0,3.0,-33.3685,-70.52388,15000
departamento,vitacura,800.0,1300.0,5.0,8.0,-33.3654,-70.5566,65000
casa,vitacura,135.0,310.0,4.0,3.0,-33.39536,-70.56891999999998,15870
casa,las condes,492.0,1525.0,5.0,4.0,-33.35321,-70.5246,36500
departamento,vitacura,120.0,120.0,1.0,2.0,-33.3997,-70.57609000000002,12500
casa,las condes,334.0,1100.0,4.0,4.0,-33.413129999999995,-70.54786999999997,25000
departamento,lo barnechea,140.0,155.0,4.0,4.0,-33.36732,-70.52168,10700
casa,la reina,195.0,748.0,5.0,4.0,-33.4457,-70.5611,15000
departamento,lo barnechea,140.0,190.0,2.0,2.0,-33.36574,-70.52018000000002,15800
departamento,nunoa,96.0,105.0,4.0,2.0,-33.45816,-70.58308000000001,5228
departamento,providencia,68.0,71.0,3.0,1.0,-33.4424,-70.6149,4000
casa,la reina,133.0,200.0,4.0,2.0,-33.43744,-70.5648,10500
casa,vitacura,170.0,400.0,4.0,4.0,-33.3798,-70.55315999999998,18000
casa,las condes,130.0,193.0,6.0,2.0,-33.4008,-70.5531,9450
casa,lo barnechea,178.0,321.0,6.0,4.0,-33.35172,-70.51172,12500
casa,lo barnechea,240.0,820.0,5.0,4.0,-33.35373,-70.48071,19000
departamento,las condes,149.0,166.0,3.0,3.0,-33.39502,-70.55816999999998,11700
casa,vitacura,178.0,343.0,4.0,4.0,-33.38449,-70.5427,18600
departamento,nunoa,73.0,76.0,3.0,2.0,-33.44981,-70.59307,5595
departamento,providencia,81.0,81.0,2.0,2.0,-33.44,-70.6047,6500
departamento,lo barnechea,160.0,160.0,3.0,4.0,-33.35034,-70.54675999999998,14400
casa,nunoa,174.0,502.0,4.0,2.0,-33.44552,-70.58964,17850
casa,las condes,200.0,450.0,5.0,4.0,-33.42017,-70.55468,15200
casa,lo barnechea,288.0,806.0,4.0,3.0,-33.3399,-70.5576,23800
departamento,las condes,140.0,165.0,3.0,3.0,-33.4119,-70.5882,15500
departamento,las condes,300.0,440.0,3.0,3.0,-33.4134,-70.5927,38000
departamento,la reina,37.36,40.92,1.0,1.0,-33.43913,-70.57082,4032
departamento,lo barnechea,534.0,700.0,5.0,6.0,-33.3589,-70.5416,61000
departamento,las condes,160.0,160.0,3.0,3.0,-33.421170000000004,-70.50105,12900
departamento,lo barnechea,75.0,75.0,2.0,2.0,-33.36343,-70.51688,7300
casa,las condes,244.0,434.0,4.0,2.0,-33.4052,-70.5329,18500
departamento,las condes,140.0,190.0,3.0,3.0,-33.396840000000005,-70.50684,13500
casa,las condes,286.0,886.0,4.0,4.0,-33.4239,-70.559,23800
casa,las condes,355.29,1322.53,3.0,4.0,-33.376870000000004,-70.4944,26863
casa,la reina,146.0,617.0,5.0,3.0,-33.4555,-70.56811,11000
departamento,vitacura,79.0,97.0,2.0,2.0,-33.4039,-70.5922,8700
departamento,vitacura,180.0,180.0,4.0,4.0,-33.3969,-70.5768,13950
departamento,nunoa,64.24,71.16,2.0,2.0,-33.4573,-70.58882,5200
casa,providencia,140.0,400.0,5.0,3.0,-33.4439,-70.6144,35000
departamento,nunoa,42.0,48.0,1.0,1.0,-33.43497,-70.58202,4450
departamento,las condes,58.0,63.0,2.0,2.0,-33.37058,-70.50454,5695
departamento,las condes,139.0,147.0,3.0,4.0,-33.3794,-70.5208,12500
departamento,providencia,90.0,107.0,2.0,3.0,-33.4317,-70.6175,9700
departamento,vitacura,94.0,100.0,2.0,2.0,-33.39116,-70.59393,7990
departamento,vitacura,160.0,175.0,4.0,4.0,-33.39904,-70.57897,15200
departamento,providencia,85.0,94.0,2.0,2.0,-33.4462,-70.6305,8490
departamento,las condes,125.0,140.0,2.0,2.0,-33.4185,-70.5829,10490
departamento,providencia,135.0,141.0,3.0,2.0,-33.42804,-70.59338000000002,9800
departamento,las condes,355.0,495.0,4.0,4.0,-33.421170000000004,-70.50105,26000
casa,las condes,146.0,298.0,4.0,3.0,-33.429990000000004,-70.56468000000001,15000
departamento,lo barnechea,170.0,220.0,3.0,3.0,-33.35803,-70.53418,14000
casa,las condes,191.0,872.0,3.0,3.0,-33.4029,-70.5452,26500
casa,las condes,400.0,2700.0,4.0,4.0,-33.3993,-70.5246,48000
casa,las condes,220.0,340.0,5.0,3.0,-33.3927,-70.5419,11182
departamento,nunoa,90.0,102.0,2.0,2.0,-33.46034,-70.59826,5900
casa,providencia,250.0,378.0,3.0,4.0,-33.4549,-70.6116,14066
departamento,vitacura,130.0,155.0,3.0,3.0,-33.37937,-70.57288,13000
departamento,las condes,62.0,66.0,2.0,2.0,-33.4235,-70.5713,6200
departamento,nunoa,72.0,76.0,2.0,2.0,-33.448840000000004,-70.60559,6153
departamento,nunoa,62.0,135.0,2.0,2.0,-33.44651,-70.60184,5736
casa,lo barnechea,220.0,420.0,4.0,4.0,-33.3379,-70.5017,14400
departamento,vitacura,121.0,136.0,4.0,3.0,-33.3802,-70.53697,11467
departamento,nunoa,58.0,69.0,2.0,2.0,-33.45783,-70.59872,5100
departamento,las condes,43.0,50.0,2.0,2.0,-33.39721,-70.55373,6900
casa,lo barnechea,270.0,800.0,4.0,3.0,-33.3612,-70.5461,23000
departamento,lo barnechea,192.0,354.0,2.0,2.0,-33.3814,-70.5718,26500
departamento,vitacura,124.0,144.0,3.0,3.0,-33.4051,-70.5927,11000
departamento,las condes,160.0,160.0,3.0,4.0,-33.4236,-70.5895,11500
departamento,las condes,78.0,90.0,2.0,2.0,-33.421170000000004,-70.50105,6000
departamento,las condes,260.0,264.0,3.0,4.0,-33.41444,-70.59489,16500
departamento,vitacura,280.0,550.0,3.0,3.0,-33.37937,-70.57288,45000
casa,vitacura,374.0,1001.0,6.0,5.0,-33.37399,-70.57437,35200
departamento,las condes,120.0,134.0,2.0,3.0,-33.41853,-70.58192,11000
departamento,las condes,120.0,120.0,3.0,2.0,-33.4249,-70.5462,6400
casa,vitacura,180.0,385.0,3.0,2.0,-33.3944,-70.5901,18500
departamento,vitacura,130.0,150.0,4.0,3.0,-33.37634,-70.55103000000003,12480
casa,la reina,125.0,330.0,4.0,3.0,-33.4329,-70.55632,11902
casa,las condes,100.0,150.0,4.0,3.0,-33.40152,-70.56493,12000
casa,las condes,376.0,815.0,4.0,4.0,-33.4118,-70.5218,18768
casa,lo barnechea,180.0,415.0,4.0,4.0,-33.33355,-70.503,13800
departamento,lo barnechea,71.0,81.0,2.0,2.0,-33.3678,-70.5051,5990
departamento,providencia,72.0,72.0,2.0,1.0,-33.43423,-70.61753,4750
casa,lo barnechea,429.0,1569.0,6.0,6.0,-33.363,-70.50835,34000
departamento,vitacura,300.0,450.0,4.0,3.0,-33.37466,-70.55542,30000
casa,lo barnechea,407.0,1258.0,4.0,3.0,-33.3606,-70.5319,27830
casa,nunoa,120.0,200.0,3.0,1.0,-33.444990000000004,-70.58436999999998,10000
departamento,la reina,140.0,147.0,4.0,4.0,-33.46332,-70.52202,7580
casa,vitacura,175.0,250.0,3.0,3.0,-33.38082,-70.54,17900
casa,la reina,190.0,490.0,5.0,4.0,-33.462070000000004,-70.51893000000003,9810
casa,nunoa,200.0,289.0,4.0,3.0,-33.45783,-70.59872,10756
casa,las condes,255.0,590.0,5.0,3.0,-33.4106,-70.5132,23500
casa,las condes,222.0,500.0,4.0,5.0,-33.41773,-70.50865,21900
departamento,las condes,200.0,220.0,4.0,3.0,-33.4148,-70.5887,19200
departamento,nunoa,0.0,0.0,2.0,2.0,-33.4537,-70.5712,4800
casa,las condes,310.0,1116.0,6.0,5.0,-33.37911,-70.49564000000002,25900
casa,las condes,413.0,1208.0,5.0,5.0,-33.3787,-70.4955,34486
departamento,vitacura,252.0,295.0,3.0,4.0,-33.37937,-70.57288,34500
casa,la reina,145.5,617.0,5.0,3.0,-33.457640000000005,-70.56727,11000
casa,lo barnechea,236.0,10000.0,4.0,3.0,-33.342040000000004,-70.46525,17900
casa,lo barnechea,320.0,924.0,5.0,3.0,-33.3633,-70.5342,26800
departamento,las condes,140.0,153.0,4.0,3.0,-33.391090000000005,-70.5517,7500
casa,las condes,160.0,330.0,3.0,3.0,-33.41396,-70.56444,13500
casa,vitacura,680.0,3500.0,4.0,4.0,-33.3662,-70.5646,68000
departamento,las condes,140.0,152.0,4.0,4.0,-33.40119,-70.50475,12000
casa,lo barnechea,300.0,1200.0,4.0,3.0,-33.324220000000004,-70.55271,27950
departamento,las condes,65.0,72.0,2.0,2.0,-33.419000000000004,-70.5978,7500
departamento,vitacura,120.0,138.0,3.0,3.0,-33.3867,-70.5447,11600
departamento,las condes,75.0,93.0,2.0,2.0,-33.4121,-70.5996,9300
departamento,providencia,90.0,98.0,3.0,2.0,-33.42502,-70.59378000000001,8600
casa,vitacura,293.0,903.0,5.0,5.0,-33.38394,-70.56433,29750
departamento,lo barnechea,270.0,300.0,4.0,4.0,-33.33506,-70.50799,21950
casa,lo barnechea,650.0,1200.0,6.0,6.0,-33.33028,-70.53684,45000
departamento,nunoa,43.0,45.0,2.0,1.0,-33.466429999999995,-70.62424,2995
casa,vitacura,200.0,500.0,4.0,2.0,-33.3927,-70.5692,20000
departamento,vitacura,132.0,141.0,3.0,3.0,-33.37937,-70.57288,13600
departamento,lo barnechea,120.0,126.0,3.0,2.0,-33.3552,-70.5175,9500
departamento,las condes,140.0,195.0,4.0,4.0,-33.41979,-70.56898000000002,11252
casa,las condes,200.0,482.0,6.0,4.0,-33.422,-70.5535,15950
casa,lo barnechea,320.0,980.0,4.0,4.0,-33.35963,-70.52908000000002,21800
casa,providencia,170.0,500.0,4.0,2.0,-33.444990000000004,-70.60387,11951
casa,lo barnechea,234.0,510.0,5.0,5.0,-33.33987,-70.49505,15380
casa,lo barnechea,236.0,10000.0,4.0,3.0,-33.340709999999994,-70.46923000000001,17000
departamento,la reina,120.0,190.0,4.0,3.0,-33.4444,-70.5661,7755
departamento,lo barnechea,620.0,830.0,7.0,7.0,-33.36752,-70.53211999999998,56000
departamento,lo barnechea,260.0,260.0,4.0,4.0,-33.3423,-70.5624,32000
departamento,providencia,78.0,87.0,3.0,2.0,-33.435390000000005,-70.60469,6300
casa,las condes,140.0,240.0,4.0,3.0,-33.4209,-70.5454,10957
departamento,vitacura,204.0,256.0,2.0,3.0,-33.37937,-70.57288,25000
departamento,lo barnechea,122.0,138.0,2.0,2.0,-33.3536,-70.5158,12161
casa,lo barnechea,365.0,988.0,4.0,5.0,-33.3354,-70.536,37000
casa,las condes,139.0,168.0,4.0,3.0,-33.407,-70.5347,8900
casa,las condes,628.0,3000.0,8.0,7.0,-33.38756,-70.5195,63000
departamento,providencia,86.0,90.0,2.0,2.0,-33.42877,-70.61318,5740
casa,vitacura,190.0,270.0,5.0,4.0,-33.38553,-70.54278000000002,12700
casa,la reina,120.0,400.0,3.0,1.0,-33.4314,-70.5777,10845
casa,las condes,160.0,430.0,5.0,3.0,-33.4134,-70.57300000000002,14000
casa,las condes,400.0,983.0,5.0,4.0,-33.421170000000004,-70.50105,33000
departamento,lo barnechea,200.0,220.0,4.0,4.0,-33.33619,-70.50901,15500
casa,lo barnechea,250.0,500.0,5.0,5.0,-33.33068,-70.54222,24000
departamento,nunoa,37.0,37.0,1.0,1.0,-33.4554,-70.5878,3123
casa,providencia,238.71,322.07,6.0,4.0,-33.418009999999995,-70.61618,18098
departamento,vitacura,400.0,400.0,4.0,5.0,-33.37763,-70.56219,26000
departamento,lo barnechea,140.0,200.0,4.0,5.0,-33.361940000000004,-70.51993,15800
casa,las condes,70.0,287.0,3.0,1.0,-33.40535,-70.54842,9069
casa,vitacura,238.0,350.0,3.0,2.0,-33.398,-70.6002,90000
casa,la reina,127.0,437.0,4.0,3.0,-33.4496,-70.556,11490
departamento,vitacura,140.0,140.0,4.0,4.0,-33.3971,-70.59969,13000
casa,la reina,149.0,355.0,4.0,4.0,-33.4356,-70.5328,13700
departamento,lo barnechea,162.0,223.0,4.0,4.0,-33.355,-70.5187,16946
casa,lo barnechea,440.0,1200.0,5.0,4.0,-33.3321,-70.5364,25500
casa,providencia,180.0,250.0,4.0,3.0,-33.433640000000004,-70.5901,16699
departamento,vitacura,132.0,140.0,3.0,2.0,-33.3823,-70.5793,10500
casa,nunoa,155.0,260.0,3.0,2.0,-33.45783,-70.59872,10500
casa,lo barnechea,260.0,940.0,5.0,4.0,-33.319520000000004,-70.56576,20800
casa,vitacura,105.0,520.0,4.0,2.0,-33.39393,-70.56789,22200
casa,lo barnechea,308.26,1940.0,3.0,3.0,-33.353159999999995,-70.47896999999998,20000
casa,nunoa,252.0,450.0,3.0,4.0,-33.4624,-70.5922,15967
casa,providencia,274.0,698.0,4.0,3.0,-33.4207,-70.6203,24000
departamento,providencia,51.0,53.0,2.0,2.0,-33.42406,-70.61095,4800
departamento,vitacura,117.0,130.0,4.0,3.0,-33.39656,-70.57306,8302
departamento,las condes,140.0,156.0,4.0,3.0,-33.42304,-70.53974000000001,10000
departamento,las condes,380.0,380.0,4.0,3.0,-33.37978,-70.52313000000001,29000
casa,lo barnechea,305.0,770.0,7.0,4.0,-33.34587,-70.50962,16600
departamento,nunoa,93.81,110.61,3.0,2.0,-33.4484,-70.57370999999998,8630
departamento,nunoa,60.0,74.0,2.0,2.0,-33.4477,-70.5953,5350
departamento,providencia,260.0,284.0,3.0,3.0,-33.4226,-70.6005,18500
departamento,las condes,58.0,116.0,2.0,2.0,-33.3999,-70.5551,7950
departamento,las condes,129.0,18.0,3.0,3.0,-33.4107,-70.5428,12732
casa,lo barnechea,700.0,2511.0,7.0,5.0,-33.3753,-70.5016,86000
casa,las condes,412.0,1306.0,5.0,4.0,-33.39176,-70.52441,28800
casa,lo barnechea,340.0,880.0,6.0,4.0,-33.3311,-70.536,27000
casa,vitacura,350.0,2000.0,5.0,5.0,-33.37763,-70.56219,55000
casa,lo barnechea,395.0,1050.0,5.0,4.0,-33.3326,-70.5306,25500
departamento,vitacura,140.0,240.0,3.0,2.0,-33.3944,-70.5929,25000
departamento,las condes,131.0,131.0,3.0,3.0,-33.3951,-70.5581,11350
departamento,las condes,100.0,100.0,3.0,2.0,-33.418,-70.5673,7100
departamento,providencia,86.0,98.0,3.0,2.0,-33.4411,-70.6235,6900
departamento,nunoa,109.0,120.0,4.0,3.0,-33.45326,-70.57686,8350
casa,la reina,202.0,350.0,4.0,3.0,-33.4602,-70.5642,10300
departamento,vitacura,125.0,144.0,3.0,4.0,-33.39638,-70.59233,12900
departamento,las condes,155.0,170.0,3.0,3.0,-33.40383,-70.59532,12700
departamento,nunoa,60.0,94.0,2.0,2.0,-33.45422,-70.57871999999998,5800
casa,las condes,209.0,392.0,4.0,3.0,-33.38974,-70.49849,18250
casa,providencia,256.0,462.0,5.0,4.0,-33.44011,-70.59624000000002,17000
casa,las condes,165.0,355.0,3.0,3.0,-33.41519,-70.5819,22000
departamento,las condes,295.0,398.0,5.0,5.0,-33.41179,-70.50755,26200
departamento,nunoa,80.0,82.0,3.0,2.0,-33.4562,-70.5973,6200
departamento,las condes,124.0,135.0,4.0,3.0,-33.4258,-70.5873,8350
departamento,las condes,160.0,180.0,4.0,3.0,-33.4037,-70.56831,11971
departamento,las condes,140.0,149.0,2.0,3.0,-33.4133,-70.5667,10898
departamento,vitacura,130.0,140.0,3.0,2.0,-33.37763,-70.56219,13500
departamento,providencia,43.0,46.0,1.0,1.0,-33.42798,-70.61849000000002,3750
departamento,las condes,139.0,170.0,3.0,3.0,-33.39643,-70.56066,14200
casa,lo barnechea,451.0,2000.0,5.0,6.0,-33.36625,-70.57724,50000
departamento,providencia,91.0,95.0,4.0,3.0,-33.42502,-70.59378000000001,7900
departamento,las condes,140.0,140.0,3.0,0.0,-33.4161,-70.5684,9100
casa,lo barnechea,280.0,702.0,5.0,4.0,-33.34552,-70.52256,22000
casa,lo barnechea,353.0,924.0,6.0,4.0,-33.33476,-70.55394,26800
casa,lo barnechea,478.0,1036.0,6.0,5.0,-33.33129,-70.5059,25880
departamento,vitacura,160.0,170.0,3.0,2.0,-33.40232,-70.58306,12000
casa,lo barnechea,275.0,810.0,5.0,4.0,-33.34403,-70.50999,18200
casa,la reina,110.0,500.0,3.0,2.0,-33.44786,-70.56472,9250
casa,las condes,327.0,732.0,5.0,4.0,-33.4028,-70.51861,22600
departamento,las condes,140.0,180.0,3.0,4.0,-33.3965,-70.56324000000002,13000
departamento,nunoa,95.0,95.0,3.0,2.0,-33.4543,-70.6207,6700
departamento,lo barnechea,113.0,127.0,3.0,2.0,-33.35596,-70.51899,9500
casa,vitacura,90.0,285.0,3.0,2.0,-33.38335,-70.55454,14282
departamento,providencia,163.0,180.0,3.0,3.0,-33.4227,-70.6095,9400
departamento,providencia,72.0,72.0,3.0,1.0,-33.43983,-70.61341999999998,4074
casa,nunoa,220.0,495.0,4.0,2.0,-33.4698,-70.59928000000002,8765
departamento,las condes,131.0,153.0,4.0,3.0,-33.411770000000004,-70.56996,12400
departamento,providencia,87.0,102.0,2.0,3.0,-33.43659,-70.60485,7577
departamento,nunoa,60.0,63.0,2.0,2.0,-33.4551,-70.5752,5300
casa,lo barnechea,500.0,1070.0,6.0,6.0,-33.33507,-70.55355,27950
casa,las condes,140.0,200.0,4.0,1.0,-33.41876,-70.54218,11572
casa,vitacura,800.0,2200.0,6.0,5.0,-33.3782,-70.584,60500
departamento,las condes,72.0,80.0,3.0,3.0,-33.42367,-70.5757,6300
casa,vitacura,166.0,500.0,4.0,2.0,-33.38493,-70.57005,24000
departamento,lo barnechea,80.0,83.0,3.0,2.0,-33.36162,-70.51275,6300
departamento,nunoa,69.0,69.0,2.0,2.0,-33.4461,-70.59664000000002,5410
casa,lo barnechea,160.0,2500.0,3.0,0.0,-33.3581,-70.4837,11800
departamento,nunoa,70.0,70.0,2.0,2.0,-33.43763,-70.57556,5088
departamento,las condes,59.0,64.0,2.0,2.0,-33.41188,-70.56429,6561
casa,las condes,185.0,460.0,4.0,3.0,-33.4126,-70.5266,13950
departamento,vitacura,286.0,322.0,4.0,5.0,-33.3757,-70.5567,24900
casa,nunoa,140.0,250.0,2.0,2.0,-33.449,-70.5766,10094
departamento,lo barnechea,306.0,306.0,3.0,3.0,-33.3329,-70.5096,25000
departamento,vitacura,134.0,166.0,4.0,4.0,-33.3761,-70.5508,13900
casa,las condes,210.0,304.0,5.0,5.0,-33.39,-70.501,14600
departamento,nunoa,75.0,75.0,2.0,2.0,-33.448170000000005,-70.5933,5110
departamento,las condes,63.0,77.0,2.0,1.0,-33.4122,-70.60300000000002,4800
casa,las condes,500.0,1200.0,4.0,5.0,-33.40888,-70.5275,36500
departamento,vitacura,100.0,112.0,4.0,3.0,-33.39428,-70.56227,7800
departamento,las condes,150.0,180.0,3.0,3.0,-33.39638,-70.55985,14000
departamento,las condes,100.0,108.0,3.0,2.0,-33.4165,-70.5648,8190
casa,las condes,230.0,590.0,7.0,3.0,-33.4264,-70.5586,14070
casa,las condes,150.0,420.0,5.0,3.0,-33.4088,-70.55842,14440
departamento,las condes,154.0,154.0,4.0,3.0,-33.37477,-70.50949,9800
casa,lo barnechea,330.0,2040.0,4.0,4.0,-33.33925,-70.50335,28000
departamento,nunoa,101.0,119.58,3.0,3.0,-33.4376,-70.58062,8000
departamento,nunoa,82.0,88.0,3.0,2.0,-33.45518,-70.60314,5990
departamento,las condes,47.0,53.0,1.0,1.0,-33.42797,-70.58966,5300
departamento,vitacura,160.0,160.0,4.0,3.0,-33.40113,-70.58216,11900
departamento,las condes,140.0,145.0,3.0,2.0,-33.40595,-70.58482,11500
departamento,vitacura,123.0,139.0,3.0,3.0,-33.40738,-70.59961,12000
casa,providencia,350.0,320.0,5.0,5.0,-33.4279,-70.5973,18364
casa,vitacura,270.0,500.0,5.0,5.0,-33.382220000000004,-70.57392,28000
casa,vitacura,174.0,303.0,5.0,3.0,-33.37937,-70.57288,14900
departamento,providencia,95.0,100.0,3.0,2.0,-33.430409999999995,-70.62191,5270
